id,price,carat,floored_carat,price_per_carat,cut,color,clarity
10085086,450,0.3,0,1500,Very Good,I,SI2
10085338,450,0.3,0,1500,Super Ideal,J,VS1
10082730,450,0.3,0,1500,Ideal,I,SI1
10082136,450,0.3,0,1500,Very Good,J,SI1
10085851,450,0.31,0,1452,Super Ideal,I,SI1
10084376,450,0.31,0,1452,Super Ideal,H,SI1
10082545,450,0.31,0,1452,Super Ideal,H,SI2
10082991,450,0.3,0,1500,Very Good,F,SI2
10086362,450,0.3,0,1500,Super Ideal,I,SI2
10084464,450,0.34,0,1324,Super Ideal,J,SI2
10082844,450,0.33,0,1364,Ideal,I,SI2
10086234,450,0.31,0,1452,Very Good,J,SI2
9964074,460,0.3,0,1533,Ideal,J,SI1
10083205,460,0.31,0,1484,Super Ideal,H,SI1
10086554,460,0.31,0,1484,Very Good,H,SI1
10087220,460,0.32,0,1438,Super Ideal,H,SI2
10086626,460,0.3,0,1533,Super Ideal,J,SI2
10086614,460,0.3,0,1533,Very Good,G,SI2
10082466,460,0.3,0,1533,Very Good,J,VS1
9981984,460,0.3,0,1533,Ideal,J,SI1
10063014,460,0.3,0,1533,Very Good,J,VS2
10000690,460,0.31,0,1484,Super Ideal,I,VS2
10083181,460,0.31,0,1484,Super Ideal,I,VS2
10081956,460,0.31,0,1484,Ideal,F,SI2
10083721,460,0.3,0,1533,Ideal,E,SI2
10084273,460,0.3,0,1533,Very Good,I,SI2
10081906,460,0.3,0,1533,Very Good,F,SI2
10082453,460,0.35,0,1314,Super Ideal,J,SI1
10086706,460,0.3,0,1533,Very Good,J,VS1
10000568,460,0.3,0,1533,Super Ideal,I,VS2
10082801,460,0.3,0,1533,Super Ideal,J,VS1
10083822,460,0.33,0,1394,Ideal,J,SI2
10085965,460,0.32,0,1438,Ideal,J,SI1
10086258,460,0.33,0,1394,Super Ideal,I,SI2
10085699,460,0.3,0,1533,Super Ideal,H,SI1
10088197,460,0.3,0,1533,Very Good,J,SI1
10082257,460,0.31,0,1484,Super Ideal,J,VS1
10086106,460,0.3,0,1533,Super Ideal,G,SI2
10085782,460,0.33,0,1394,Super Ideal,J,SI2
10086427,460,0.3,0,1533,Ideal,E,SI2
10086361,460,0.3,0,1533,Very Good,F,SI2
10082960,460,0.3,0,1533,Super Ideal,J,SI1
10082568,460,0.3,0,1533,Ideal,H,SI1
10082066,460,0.3,0,1533,Very Good,I,SI1
10000654,460,0.3,0,1533,Ideal,I,VS2
10086094,460,0.37,0,1243,Super Ideal,J,SI2
10084693,460,0.31,0,1484,Super Ideal,J,SI2
10083600,460,0.3,0,1533,Super Ideal,J,SI2
10082933,460,0.3,0,1533,Super Ideal,I,SI1
10083214,460,0.3,0,1533,Very Good,G,SI1
10086591,460,0.3,0,1533,Ideal,I,VVS1
10086261,460,0.3,0,1533,Super Ideal,J,SI2
10086166,460,0.31,0,1484,Super Ideal,J,SI1
10081899,460,0.3,0,1533,Super Ideal,J,SI2
10082451,470,0.25,0,1880,Super Ideal,F,SI1
10085460,470,0.3,0,1567,Very Good,J,VS1
10086397,470,0.34,0,1382,Super Ideal,J,VS2
10086640,470,0.35,0,1343,Ideal,J,SI2
10085982,470,0.3,0,1567,Very Good,G,SI2
10085396,470,0.32,0,1469,Ideal,J,SI2
10083398,470,0.3,0,1567,Super Ideal,I,SI1
10083466,470,0.3,0,1567,Very Good,G,SI2
10028372,470,0.3,0,1567,Ideal,J,SI2
10067431,470,0.25,0,1880,Ideal,F,VS2
10046600,470,0.3,0,1567,Good,E,SI2
10086433,470,0.3,0,1567,Very Good,J,VS1
10082236,470,0.34,0,1382,Very Good,J,VS2
10083562,470,0.3,0,1567,Super Ideal,H,SI1
10085047,470,0.3,0,1567,Very Good,G,SI2
10086183,470,0.25,0,1880,Super Ideal,H,VS2
10084519,470,0.3,0,1567,Very Good,G,SI2
10086585,470,0.3,0,1567,Super Ideal,I,SI1
10082671,470,0.38,0,1237,Ideal,J,SI2
10086146,470,0.3,0,1567,Very Good,J,VS2
10086245,470,0.3,0,1567,Ideal,I,VS1
10085097,470,0.3,0,1567,Very Good,I,VS2
10085797,470,0.37,0,1270,Super Ideal,J,SI1
10083582,470,0.32,0,1469,Ideal,H,SI1
10086396,470,0.3,0,1567,Super Ideal,J,VS1
10086381,470,0.3,0,1567,Very Good,H,SI2
10082631,470,0.3,0,1567,Ideal,I,SI2
10085774,470,0.34,0,1382,Ideal,J,SI2
9903246,470,0.31,0,1516,Very Good,I,VS2
9904454,470,0.25,0,1880,Super Ideal,I,VVS1
10002303,470,0.3,0,1567,Super Ideal,J,SI2
10073484,470,0.3,0,1567,Good,F,SI1
9964002,470,0.3,0,1567,Very Good,J,VS1
10000499,470,0.3,0,1567,Super Ideal,I,VS2
10082387,470,0.3,0,1567,Very Good,F,SI2
10086700,470,0.31,0,1516,Super Ideal,J,SI1
10086408,470,0.3,0,1567,Super Ideal,J,VS2
10083543,470,0.3,0,1567,Super Ideal,J,SI2
10072410,470,0.3,0,1567,Very Good,I,SI2
10084150,470,0.3,0,1567,Very Good,E,SI2
10083907,470,0.31,0,1516,Very Good,F,SI2
10084147,470,0.33,0,1424,Super Ideal,J,VS2
10086054,470,0.3,0,1567,Very Good,F,SI1
10084107,470,0.3,0,1567,Very Good,E,SI2
10086090,470,0.31,0,1516,Super Ideal,J,VS2
10086447,470,0.3,0,1567,Super Ideal,G,SI1
10085880,470,0.3,0,1567,Super Ideal,J,SI1
10086065,470,0.3,0,1567,Ideal,F,SI2
10086313,470,0.3,0,1567,Super Ideal,G,SI2
10086210,470,0.3,0,1567,Super Ideal,H,SI1
10053268,480,0.3,0,1600,Very Good,I,SI2
10067466,480,0.3,0,1600,Very Good,I,VS1
10085487,480,0.31,0,1548,Super Ideal,H,SI2
10084258,480,0.3,0,1600,Very Good,E,SI2
10082086,480,0.32,0,1500,Super Ideal,J,VS1
10084831,480,0.3,0,1600,Super Ideal,I,VS2
10083824,480,0.31,0,1548,Very Good,G,SI2
10085535,480,0.31,0,1548,Super Ideal,J,VS1
10082958,480,0.3,0,1600,Very Good,J,VVS2
10082168,480,0.3,0,1600,Ideal,I,VS2
10083474,480,0.3,0,1600,Super Ideal,H,SI2
9904382,480,0.32,0,1500,Very Good,H,SI2
10069539,480,0.31,0,1548,Ideal,H,SI2
10000670,480,0.3,0,1600,Super Ideal,I,VS1
10082472,480,0.33,0,1455,Super Ideal,I,SI1
10085547,480,0.25,0,1920,Ideal,F,SI1
10082258,480,0.34,0,1412,Ideal,J,SI1
10086074,480,0.3,0,1600,Super Ideal,I,VVS1
10085822,480,0.32,0,1500,Super Ideal,J,VS2
10086538,480,0.35,0,1371,Super Ideal,I,SI2
10081917,480,0.31,0,1548,Super Ideal,I,SI1
10082098,480,0.3,0,1600,Super Ideal,H,SI2
10073515,480,0.3,0,1600,Good,E,SI2
10000601,480,0.3,0,1600,Super Ideal,I,VS1
10082094,480,0.34,0,1412,Super Ideal,J,VS1
10082557,480,0.3,0,1600,Ideal,I,VS2
10085168,480,0.3,0,1600,Very Good,I,SI1
10082306,480,0.32,0,1500,Ideal,I,VS1
10082404,480,0.3,0,1600,Very Good,I,VS2
10083549,480,0.3,0,1600,Ideal,E,SI2
10082135,480,0.25,0,1920,Super Ideal,E,SI1
10086181,480,0.3,0,1600,Ideal,H,SI2
10083500,480,0.31,0,1548,Super Ideal,I,SI1
10082481,480,0.3,0,1600,Super Ideal,I,SI2
10082586,480,0.3,0,1600,Ideal,I,SI2
10082444,480,0.3,0,1600,Very Good,I,SI1
10088164,480,0.3,0,1600,Very Good,I,SI1
9562426,480,0.31,0,1548,Super Ideal,J,VS1
10000605,480,0.3,0,1600,Super Ideal,I,VS1
10082569,480,0.32,0,1500,Super Ideal,J,VS2
10082165,480,0.3,0,1600,Ideal,G,SI2
10081979,480,0.3,0,1600,Super Ideal,J,VS1
10084296,480,0.3,0,1600,Very Good,G,SI2
10085365,480,0.31,0,1548,Super Ideal,G,SI2
10085195,480,0.31,0,1548,Very Good,G,SI2
10086140,480,0.3,0,1600,Super Ideal,H,SI2
10082459,480,0.3,0,1600,Super Ideal,H,SI2
10017903,480,0.3,0,1600,Ideal,J,SI1
9925859,480,0.3,0,1600,Super Ideal,J,SI1
10001840,480,0.31,0,1548,Ideal,J,SI1
10061123,480,0.32,0,1500,Ideal,J,VS2
10085382,480,0.3,0,1600,Ideal,E,SI2
10084215,480,0.3,0,1600,Super Ideal,I,SI2
10084455,480,0.3,0,1600,Super Ideal,G,SI2
10084490,480,0.25,0,1920,Super Ideal,F,SI1
10082893,480,0.33,0,1455,Super Ideal,H,SI1
10086434,480,0.3,0,1600,Super Ideal,I,VVS1
10082221,480,0.31,0,1548,Super Ideal,J,SI2
10081918,480,0.25,0,1920,Super Ideal,F,SI1
10079111,480,0.3,0,1600,Ideal,J,SI1
10091822,480,0.3,0,1600,Ideal,F,SI2
9837657,490,0.31,0,1581,Super Ideal,I,VS1
10061633,490,0.3,0,1633,Super Ideal,J,SI1
10073503,490,0.3,0,1633,Very Good,I,VS2
9900138,490,0.31,0,1581,Super Ideal,J,VS2
10082534,490,0.3,0,1633,Ideal,E,SI2
10083461,490,0.31,0,1581,Super Ideal,J,VS1
10083579,490,0.33,0,1485,Very Good,G,SI2
10083533,490,0.31,0,1581,Super Ideal,G,SI2
10085926,490,0.34,0,1441,Ideal,F,SI2
10082270,490,0.32,0,1531,Super Ideal,J,VS2
10086646,490,0.3,0,1633,Very Good,H,SI1
10087303,490,0.32,0,1531,Very Good,H,SI2
10083842,490,0.34,0,1441,Very Good,J,VS1
10073600,490,0.3,0,1633,Ideal,J,VVS2
10084276,490,0.34,0,1441,Super Ideal,J,VVS2
10081977,490,0.32,0,1531,Super Ideal,I,SI2
10086510,490,0.31,0,1581,Super Ideal,G,SI1
10085951,490,0.34,0,1441,Super Ideal,G,SI2
10082657,490,0.27,0,1815,Super Ideal,F,SI1
10083949,490,0.3,0,1633,Super Ideal,F,SI1
9923448,490,0.3,0,1633,Ideal,I,SI1
10067482,490,0.25,0,1960,Super Ideal,F,VS2
10060930,490,0.29,0,1690,Very Good,J,VS2
10028079,490,0.3,0,1633,Super Ideal,J,SI1
10086519,490,0.3,0,1633,Very Good,G,SI2
10085121,490,0.34,0,1441,Very Good,J,VS1
10082145,490,0.32,0,1531,Super Ideal,I,VS2
10086323,490,0.35,0,1400,Super Ideal,J,VS1
10084851,490,0.32,0,1531,Super Ideal,I,VS1
10081966,490,0.3,0,1633,Super Ideal,H,SI2
10086011,490,0.26,0,1885,Super Ideal,E,SI1
10082809,490,0.32,0,1531,Super Ideal,J,VS2
10083384,490,0.3,0,1633,Super Ideal,I,SI2
10082597,490,0.31,0,1581,Super Ideal,I,SI1
10080384,490,0.26,0,1885,Ideal,G,VS1
10083625,490,0.3,0,1633,Ideal,I,VS1
10086547,490,0.3,0,1633,Super Ideal,J,VVS2
10085107,490,0.34,0,1441,Super Ideal,I,SI1
10086228,490,0.3,0,1633,Super Ideal,J,VS1
10081990,490,0.3,0,1633,Super Ideal,J,VS1
10067456,490,0.25,0,1960,Ideal,F,VS2
9405188,490,0.27,0,1815,Super Ideal,I,VVS2
10085518,490,0.3,0,1633,Super Ideal,I,SI1
10086246,490,0.3,0,1633,Very Good,F,SI2
10086430,490,0.31,0,1581,Super Ideal,I,VVS2
10085510,490,0.3,0,1633,Super Ideal,H,SI1
10085443,490,0.33,0,1485,Super Ideal,J,VS1
10085741,490,0.3,0,1633,Very Good,I,VS2
10086747,490,0.31,0,1581,Super Ideal,G,SI2
10086126,490,0.33,0,1485,Super Ideal,I,SI2
10083207,510,0.3,0,1700,Ideal,E,SI1
10085997,490,0.31,0,1581,Very Good,G,SI2
10082521,490,0.31,0,1581,Super Ideal,I,SI1
10082054,490,0.3,0,1633,Very Good,I,VS2
10088229,490,0.3,0,1633,Very Good,I,SI1
9376800,500,0.3,0,1667,Very Good,J,VS1
10027825,500,0.3,0,1667,Very Good,H,SI2
10084911,500,0.34,0,1471,Super Ideal,F,SI2
10086438,500,0.33,0,1515,Super Ideal,E,SI2
10085936,500,0.3,0,1667,Super Ideal,I,VS2
10086639,500,0.3,0,1667,Very Good,F,SI2
10085911,500,0.34,0,1471,Super Ideal,F,SI2
10085068,500,0.34,0,1471,Super Ideal,F,SI2
10089859,500,0.3,0,1667,Ideal,J,VS2
10087346,500,0.3,0,1667,Good,G,SI1
9453924,500,0.29,0,1724,Very Good,J,VS2
10039547,500,0.3,0,1667,Good,F,SI2
10082378,500,0.3,0,1667,Super Ideal,I,VVS1
10084141,500,0.3,0,1667,Very Good,E,SI1
10087212,500,0.3,0,1667,Very Good,F,SI2
10086367,500,0.32,0,1563,Super Ideal,H,SI1
10086117,500,0.3,0,1667,Ideal,F,SI2
10089897,500,0.34,0,1471,Ideal,F,SI2
10091755,500,0.3,0,1667,Very Good,I,SI1
9899182,500,0.3,0,1667,Ideal,J,VVS2
9904563,500,0.25,0,2000,Ideal,H,VS1
10063164,500,0.3,0,1667,Super Ideal,J,SI1
9640900,500,0.3,0,1667,Ideal,I,SI1
10084892,500,0.33,0,1515,Super Ideal,I,VS2
10084974,500,0.31,0,1613,Super Ideal,J,VS1
10083571,500,0.3,0,1667,Super Ideal,I,VS1
10083635,500,0.36,0,1389,Super Ideal,J,VS2
10083396,500,0.25,0,2000,Super Ideal,H,VS1
10083133,500,0.32,0,1563,Ideal,I,VS2
10087297,500,0.3,0,1667,Good,F,SI2
10083566,500,0.3,0,1667,Super Ideal,I,SI2
10085886,500,0.31,0,1613,Super Ideal,H,SI2
10067476,500,0.25,0,2000,Super Ideal,G,VVS2
10073853,500,0.3,0,1667,Very Good,F,SI1
10000580,500,0.31,0,1613,Super Ideal,I,VS1
10083574,500,0.3,0,1667,Super Ideal,F,SI2
10083678,500,0.32,0,1563,Super Ideal,J,VS2
10084046,500,0.3,0,1667,Very Good,H,SI1
10067440,500,0.25,0,2000,Ideal,F,VS2
10082200,500,0.3,0,1667,Very Good,I,VS1
10083870,500,0.3,0,1667,Ideal,F,SI2
10083835,500,0.32,0,1563,Super Ideal,H,SI1
10083861,500,0.25,0,2000,Super Ideal,E,VS2
10083655,500,0.3,0,1667,Super Ideal,H,SI2
10085282,500,0.3,0,1667,Super Ideal,G,SI2
10082157,500,0.35,0,1429,Super Ideal,J,VVS2
10082734,500,0.3,0,1667,Super Ideal,F,SI2
10000529,500,0.3,0,1667,Ideal,I,VS1
10053331,510,0.3,0,1700,Super Ideal,J,SI1
9243633,510,0.25,0,2040,Very Good,H,VVS1
10073916,510,0.3,0,1700,Good,F,SI1
9973780,510,0.3,0,1700,Good,F,SI1
10016247,510,0.3,0,1700,Good,F,SI1
10073849,510,0.3,0,1700,Good,G,SI1
10086300,510,0.3,0,1700,Ideal,E,SI1
10083551,510,0.25,0,2040,Super Ideal,E,VS2
10085543,510,0.3,0,1700,Very Good,E,SI2
10082256,510,0.31,0,1645,Super Ideal,G,SI2
10086185,510,0.3,0,1700,Ideal,F,SI2
10089870,510,0.33,0,1545,Super Ideal,F,SI2
9968639,510,0.3,0,1700,Very Good,I,VS1
10048953,510,0.3,0,1700,Good,F,SI1
10002347,510,0.33,0,1545,Ideal,I,SI2
10072522,510,0.31,0,1645,Very Good,G,SI2
10084762,510,0.3,0,1700,Very Good,F,SI2
10083341,510,0.25,0,2040,Ideal,E,VS2
10083688,510,0.3,0,1700,Ideal,E,SI1
10085406,510,0.33,0,1545,Super Ideal,J,IF
9904527,510,0.26,0,1962,Ideal,G,VS1
9810498,510,0.33,0,1545,Super Ideal,G,SI1
10035573,510,0.36,0,1417,Super Ideal,H,SI2
10073845,510,0.3,0,1700,Good,F,SI1
10048966,510,0.3,0,1700,Good,G,SI1
10086325,510,0.31,0,1645,Super Ideal,H,SI2
10086259,510,0.31,0,1645,Super Ideal,F,SI1
10084945,510,0.3,0,1700,Super Ideal,I,VS2
10083939,510,0.3,0,1700,Super Ideal,J,VVS2
10086137,510,0.3,0,1700,Very Good,E,SI2
10082599,510,0.3,0,1700,Ideal,E,SI2
9997149,510,0.3,0,1700,Ideal,G,SI2
10062761,510,0.3,0,1700,Very Good,I,SI1
10073132,510,0.3,0,1700,Good,F,SI1
9973506,510,0.3,0,1700,Good,F,SI1
10086537,510,0.3,0,1700,Ideal,I,VS2
10083261,510,0.3,0,1700,Very Good,F,SI2
10067433,510,0.3,0,1700,Ideal,I,VS1
10047871,510,0.26,0,1962,Super Ideal,G,VVS2
9925867,510,0.3,0,1700,Ideal,F,SI2
9241913,510,0.26,0,1962,Ideal,D,SI1
10035669,510,0.3,0,1700,Good,F,SI1
10082346,510,0.3,0,1700,Very Good,E,SI1
10084362,510,0.3,0,1700,Very Good,J,VVS1
10084589,510,0.3,0,1700,Very Good,F,SI2
10082701,510,0.34,0,1500,Super Ideal,I,VS2
10082793,510,0.3,0,1700,Very Good,F,SI1
10085763,510,0.26,0,1962,Super Ideal,E,SI1
10086616,510,0.28,0,1821,Super Ideal,E,SI1
10087604,510,0.3,0,1700,Ideal,I,SI2
10017812,510,0.3,0,1700,Ideal,I,SI1
9997596,520,0.3,0,1733,Ideal,I,SI1
9406069,520,0.26,0,2000,Ideal,D,SI1
10000475,520,0.3,0,1733,Super Ideal,I,VS1
10000552,520,0.3,0,1733,Super Ideal,I,VVS1
10086450,520,0.27,0,1926,Super Ideal,G,VS1
10081925,520,0.27,0,1926,Super Ideal,G,VS1
10085404,520,0.32,0,1625,Super Ideal,G,SI1
10082547,520,0.3,0,1733,Ideal,E,SI2
10084437,520,0.3,0,1733,Ideal,G,SI1
10086296,520,0.3,0,1733,Very Good,I,VS1
9867688,520,0.3,0,1733,Super Ideal,J,VVS2
10048582,520,0.32,0,1625,Very Good,H,SI2
10062773,520,0.3,0,1733,Very Good,I,SI2
10085376,520,0.3,0,1733,Super Ideal,I,VS2
10086357,520,0.35,0,1486,Super Ideal,E,SI2
10086659,520,0.4,0,1300,Very Good,J,SI1
10086369,520,0.3,0,1733,Very Good,F,SI2
10086048,520,0.3,0,1733,Very Good,G,SI1
10082595,520,0.3,0,1733,Very Good,F,SI2
10017506,520,0.3,0,1733,Ideal,H,SI2
9614337,520,0.31,0,1677,Super Ideal,J,VVS1
10081909,520,0.3,0,1733,Very Good,H,VS2
10083965,520,0.34,0,1529,Super Ideal,H,SI2
10085009,520,0.3,0,1733,Very Good,E,SI2
10085299,520,0.26,0,2000,Super Ideal,D,SI1
10086267,520,0.3,0,1733,Super Ideal,J,VVS1
10083591,520,0.34,0,1529,Super Ideal,I,VS2
10083335,520,0.3,0,1733,Super Ideal,E,SI1
10082871,520,0.34,0,1529,Super Ideal,G,SI2
10089917,520,0.34,0,1529,Super Ideal,J,SI1
10084158,520,0.26,0,2000,Super Ideal,D,SI1
10082129,520,0.3,0,1733,Super Ideal,I,VS1
10085154,520,0.34,0,1529,Super Ideal,I,SI1
10082567,520,0.26,0,2000,Super Ideal,F,VS1
10082218,520,0.32,0,1625,Super Ideal,J,VVS2
10083168,520,0.37,0,1405,Very Good,I,SI2
10086664,520,0.3,0,1733,Super Ideal,F,SI1
10084290,520,0.31,0,1677,Ideal,F,SI1
10084058,520,0.34,0,1529,Super Ideal,J,VS1
10082850,520,0.3,0,1733,Ideal,F,SI2
10083992,520,0.3,0,1733,Super Ideal,F,SI2
10046484,520,0.3,0,1733,Ideal,I,SI1
9885489,520,0.25,0,2080,Ideal,E,VS2
9885468,520,0.25,0,2080,Ideal,E,VS2
10039395,520,0.3,0,1733,Very Good,E,SI2
9820518,520,0.3,0,1733,Ideal,J,VVS1
10080149,520,0.3,0,1733,Very Good,J,VVS1
10082510,520,0.35,0,1486,Super Ideal,I,SI1
10082983,520,0.3,0,1733,Super Ideal,G,SI1
10083779,520,0.32,0,1625,Super Ideal,I,VS1
10082260,520,0.3,0,1733,Very Good,G,SI1
10045991,530,0.3,0,1767,Very Good,F,SI1
9904450,530,0.29,0,1828,Super Ideal,I,VVS1
9984589,530,0.3,0,1767,Very Good,J,VS1
10048651,530,0.31,0,1710,Very Good,F,SI2
9252301,530,0.3,0,1767,Fair,J,VVS2
10010325,530,0.3,0,1767,Very Good,F,SI2
10000523,530,0.3,0,1767,Super Ideal,I,VVS1
10082396,530,0.32,0,1656,Very Good,F,SI2
10082842,530,0.26,0,2038,Ideal,E,VS2
10016005,530,0.3,0,1767,Good,G,SI1
10004740,530,0.3,0,1767,Ideal,I,SI1
9951212,530,0.3,0,1767,Ideal,I,VS2
10073456,530,0.31,0,1710,Very Good,H,SI2
9243552,530,0.25,0,2120,Ideal,H,VS1
10065594,530,0.3,0,1767,Super Ideal,J,VVS2
10086116,530,0.26,0,2038,Super Ideal,E,VS2
10082682,530,0.34,0,1559,Super Ideal,I,VS1
10085481,530,0.25,0,2120,Super Ideal,F,VS1
10082146,530,0.27,0,1963,Super Ideal,D,VS1
10083783,530,0.25,0,2120,Ideal,G,VVS2
10086272,530,0.25,0,2120,Super Ideal,F,VS1
10086573,530,0.3,0,1767,Very Good,E,SI1
10086312,530,0.3,0,1767,Ideal,H,SI1
10083481,530,0.32,0,1656,Ideal,G,SI2
10082641,530,0.25,0,2120,Super Ideal,G,VS1
10082697,530,0.3,0,1767,Very Good,F,SI2
10080398,530,0.3,0,1767,Good,I,IF
9847367,530,0.3,0,1767,Ideal,J,VVS1
10048626,530,0.31,0,1710,Very Good,E,SI2
9946807,530,0.3,0,1767,Ideal,I,SI1
10017543,530,0.31,0,1710,Super Ideal,I,VS2
10000546,530,0.3,0,1767,Super Ideal,I,VVS2
10083632,530,0.33,0,1606,Super Ideal,I,VVS2
10083828,530,0.25,0,2120,Super Ideal,F,VS1
10083526,530,0.33,0,1606,Ideal,I,VS2
10082598,530,0.25,0,2120,Super Ideal,E,VS1
10084440,530,0.35,0,1514,Super Ideal,I,VS2
10086561,530,0.3,0,1767,Super Ideal,I,VS2
10085554,530,0.33,0,1606,Super Ideal,J,VS1
10083109,530,0.3,0,1767,Ideal,F,SI1
10079239,530,0.3,0,1767,Very Good,I,SI1
10089911,530,0.3,0,1767,Ideal,J,VS2
10087283,530,0.32,0,1656,Super Ideal,I,VS2
10048654,530,0.31,0,1710,Super Ideal,J,VS2
